what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203023204
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203026869
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296203026880
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296203036237
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296203038019
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203042890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203046648
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203051289
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203052452
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203054888
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203064347
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296203064357
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296203065861
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296203071528
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203073819
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203076616
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203077328
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203078569
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203103009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203106275
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203108218
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296203108231
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296203108827
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203115334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203117693
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203151142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203154715
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203222690
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203232669
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203471329
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296203475961
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296203492075
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203504661
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296203511618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203512948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203531685
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296203532504
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203533972
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203534265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203534519
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203534748
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203534956
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203535169
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203535377
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1296203535844
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296203547110
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203552637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203553201
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203561073
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203562760
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203564714
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203589152
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203596439
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203607721
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203613385
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203630142
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203632083
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203649193
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203653208
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203661423
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296203690169
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1296203703191
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296203705287
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203706851
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203709325
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203711868
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296203711880
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203714951
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203715890
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296203717646
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296203720234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203722527
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296203730863
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1296203731802
