what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1296157253099
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157410207
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157411865
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296157417685
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157431854
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157610568
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157627268
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157677655
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157693289
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157702731
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157706166
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157708285
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296157723155
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1296157723984
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1296157724052
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1296157724103
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157726172
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157728223
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157728958
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157882870
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157894187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157896176
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157906021
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157910628
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296157919311
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157938033
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157951848
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157961896
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157962018
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157963415
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157965764
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157977288
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157978527
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296157983047
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158019199
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158028163
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158029294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158040845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158047769
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1296158054266
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158056763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158061036
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158067081
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158067095
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158067170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158069058
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158070858
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158074014
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158081757
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158084899
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296158096062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158096830
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158098664
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1296158100603
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158103989
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158105853
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1296158106782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1296158112121
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296158114935
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191381191
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191387294
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191387316
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191387439
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191545464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191547381
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191799687
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296191818794
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296192107556
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296192108832
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296192205178
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296192211015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296192236982
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296192275662
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1296192284179
